,address,chain_name,city,store_name,chain_code,store_code
740,בן גוריון 182,רמי לוי בשכונה,גבעתיים,גבעתיים,7291056200008,337
742,בן גוריון 19 ,BE,הרצליה,הרצליה,7290027600007,677
744,בן גוריון 2,ביתן מרקט,הרצליה,לב הרצליה ,7290725900003,4110
746,בן גוריון 21,זול ובגדול,אשקלון,אשקלון סיטי,7290000000001,21
748,בן גוריון 35,שופרסל אקספרס,כפר סבא,"כ""ס- בן גוריון",7290027600007,335
750,בן גוריון 47,am:pm,בת ים,בן גוריון 47,7290492000005,571
752,בן גוריון 56,טיב טעם סיטי,הרצליה,דיילי הרצליה,7290873255550,52
754,בן גוריון 6,גוד פארם,קרית מלאכי,קריית מלאכי - בן גוריון,7290058197699,913
756,בן גוריון 82,רמי לוי בשכונה,הרצליה,נווה אמירים,7291056200008,305
758,בן גוריון 84,גוד פארם,קרית מוצקין,"מוצקין רבמ""ד",7290058197699,137
760,בן גוריון 88,שירה מרקט,קרית מלאכי,קרית מלאכי,7290058160839,17
762,"בן גוריון, ליד קניון עיר ימים",מיני סופר אלונית,נתניה,עיר ימים,7290492000005,807
764,בן דרור 3,היפר דודו,פתח תקווה,המושבה,7290876100000,20
766,בן יהודה 1,טיב טעם סיטי,תל אביב,בן-יהודה 1,7290873255550,54
767,בן יהודה 130,טיב טעם סיטי,תל אביב,בן-יהודה 130,7290873255550,58
768,בן יהודה 174,סופר קופיקס,תל אביב,בן יהודה 174,7291056200008,335
769,בן יהודה 181,טיב טעם סיטי,תל אביב,בן יהודה 181,7290873255550,59
770,בן יהודה 195,am:pm,תל אביב,נורדאו,7290492000005,504
771,בן יהודה 224,סופר יודה,תל אביב,בן יהודה 224,7290000000002,10
772,בן יהודה 23,רמי לוי בשכונה,תל אביב,"סופר ת""א בן יהודה 23",7291056200008,329
773,בן יהודה 30,am:pm,תל אביב,בן יהודה,7290492000005,501
774,בן יהודה 32,סופר יודה,תל אביב,בן יהודה 32,7290000000002,11
775,בן יהודה 32,סופר יודה,תל אביב,בן יהודה 32,7290000000002,213
776,בן יהודה 61,am:pm,תל אביב,היי מרקט,7290492000005,524
777,בן יהודה 75,BE,תל אביב,סניף בן יהודה,7290027600007,656
778,בן יהודה 79,שופרסל שלי,תל אביב,"ת""א- בן יהודה",7290027600007,1
779,בן יהודה מול חטיבת ביניים בר-לב,yellow,כפר סבא,שרונים,7290644700005,234
781,בן עמי 69,קינג סטור,עכו,עכו,7290058108879,16
783,בן צבי 2 פינת נוימן,בית הפירות רמי לוי,בית שמש,בית שמש,7290058140886,704
784,בן צבי 8,ויקטורי,אשקלון,אשקלון,7290696200003,52
786,בן ציון ברוק 7,שפע ברכת השם קרוב לבית,ביתר עילית,בן ציון ברוק,7290058134977,2
788,בן ציון גליס 22,יוחננוף,פתח תקווה,סגולה פתח תקווה,7290803800003,21
790,בן-גוריון רמת-גן,סופר פארם,רמת גן,בן-גוריון,7290172900007,96
792,בן-עמי 67 פינת דוד רמז,סופר פארם,עכו,עכו,7290172900007,155
794,בני בנימין 23,שופרסל אקספרס,הרצליה,בני בנימין הרצליה,7290027600007,277
796,"בני גאון 2, א.ת. דרומי",טיב טעם,נתניה,נתניה,7290873255550,2
798,בני דרור,Carrefour market (קרפור מרקט),תל מונד,תל מונד,7290055700007,19
799,בני דרור,Carrefour market (קרפור מרקט),תל מונד,תל מונד,7290725900003,19
803,בני צפת 101,סופר ספיר בשכונה,משמר הירדן,משמר הירדן,7290058156016,42
805,בנימין מינץ 24,היפר דודו,פתח תקווה,מינץ,7290876100000,7
807,בעלי המלאכה 10,שפע ברכת השם,נתיבות,נתיבות,7290058134977,41
809,בעלי המלאכה 11,ויקטורי,נתיבות,נתיבות,7290696200003,92
811,"בעלי המלאכה 16, צ'ק פוסט",מיני סופר אלונית,חיפה,שערי חיפה,7290492000005,997
813,בעלי המלאכה 2,יוחננוף,נתיבות,נתיבות,7290803800003,9
815,בעלי המלאכה 200,גוד פארם,נתיבות,נתיבות,7290058197699,911
817,בעלי המלאכה 4,אושר עד,אשדוד,אשדוד,7290103152017,9
819,בעלי המלאכה 7,yellow,נתיבות,נתיבות החדשה,7290644700005,612
821,בעלי המלאכה פינת רחוב המסגר,BE,נתיבות,נתיבות,7290027600007,145
823,בעלי מלאכה 200,שוק העיר,נתיבות,נתיבות,7290058148776,18
825,בציר 46,קשת טעמים,כרמיאל,גבעת רם,7290785400000,10
827,בקר 15 ראשון לציון,סופר פארם,ראשון לציון,ראשון צפון,7290172900007,25
829,בר אילן 24,שופרסל אקספרס,רעננה,בר אילן,7290027600007,479
831,בר אילן 5,זול ובגדול,ירושלים,כל זול,7290000000001,35
833,בר גיורא,סופר ספיר בשכונה,בר גיורא,בר גיורא,7290058156016,39
835,בר יהודה 111,סופר פארם,חיפה,ביג צ'ק פוסט,7290172900007,170
837,בר יהודה 147,שופרסל דיל אקסטרה,נשר,תל חנן  נשר,7290027600007,71
839,בר יהודה 147,מחסני השוק,נשר,נשר,7290661400001,51
841,בר יהודה 147 ,BE,נשר,תל חנן,7290027600007,633
843,בר יהודה 96,גוד פארם,נשר,נשר,7290058197699,650
845,בר כוכבא 18,ויקטורי,פתח תקווה,פתח תקווה,7290696200003,7
846,בר כוכבא 63,יינות ביתן,פתח תקווה,פתח תקוה,7290725900003,12
848,ברודצקי 15,am:pm,תל אביב,ברודצקי,7290492000005,544
849,ברוך בוארון 1,שופרסל דיל,חדרה,גבעת אולגה-הרב ניסים,7290027600007,350
